id,item_id,store_id,category,risk,risk_score,velocity_percentile,forecast_7d,recent_daily_sales_28d,sales_trend_28,current_price,scenario_elasticity,elasticity_source,elasticity_weeks,recommended_discount_pct,expected_units_7d,expected_revenue_7d,risk_reason,discount_reason
HOBBIES_1_329_WI_2_evaluation,HOBBIES_1_329,WI_2,HOBBIES,LOW,0,0.6176,3.323,0.286,0.0,3.97,-1.0,fallback,278,0,3.323,13.19,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_224_TX_3_evaluation,FOODS_2_224,TX_3,FOODS,LOW,0,0.6176,5.841,0.821,0.04,5.76,-1.0,fallback,266,0,5.841,33.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_068_CA_2_evaluation,HOBBIES_1_068,CA_2,HOBBIES,LOW,0,0.6176,4.689,0.571,0.0952,7.0,-1.0,fallback,278,0,4.689,32.82,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_209_CA_1_evaluation,FOODS_1_209,CA_1,FOODS,LOW,0,0.6176,8.075,1.214,0.1379,2.24,-1.791,historical_association,278,0,8.075,18.09,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_320_CA_1_evaluation,FOODS_2_320,CA_1,FOODS,LOW,0,0.6176,8.776,1.214,0.1379,1.86,-1.0,fallback,149,0,8.776,16.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_274_WI_2_evaluation,HOUSEHOLD_1_274,WI_2,HOUSEHOLD,LOW,0,0.625,3.004,0.464,-0.2174,4.94,-1.0,fallback,75,0,3.004,14.84,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOUSEHOLD_2_388_TX_2_evaluation,HOUSEHOLD_2_388,TX_2,HOUSEHOLD,LOW,0,0.625,4.689,0.571,-0.1667,6.94,-1.0,fallback,278,0,4.689,32.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_376_CA_1_evaluation,HOUSEHOLD_2_376,CA_1,HOUSEHOLD,LOW,0,0.625,4.91,0.786,-0.1481,3.82,-1.0,fallback,278,0,4.91,18.76,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_335_TX_3_evaluation,HOUSEHOLD_2_335,TX_3,HOUSEHOLD,LOW,0,0.625,2.208,0.536,-0.1304,6.24,-1.0,fallback,85,0,2.208,13.78,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_075_CA_4_evaluation,HOUSEHOLD_2_075,CA_4,HOUSEHOLD,LOW,0,0.625,3.477,0.536,-0.1304,1.84,-1.0,fallback,276,0,3.477,6.4,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_509_CA_3_evaluation,HOUSEHOLD_1_509,CA_3,HOUSEHOLD,LOW,0,0.625,7.956,1.0,0.0741,3.17,-1.0,fallback,120,0,7.956,25.22,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_195_WI_3_evaluation,HOUSEHOLD_1_195,WI_3,HOUSEHOLD,LOW,0,0.625,3.811,0.5,0.1,3.88,-1.0,fallback,196,0,3.811,14.79,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_286_CA_2_evaluation,HOUSEHOLD_2_286,CA_2,HOUSEHOLD,LOW,0,0.625,8.93,1.0,0.1538,2.14,-1.0,fallback,97,0,8.93,19.11,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_275_TX_2_evaluation,FOODS_2_275,TX_2,FOODS,LOW,0,0.6471,9.392,1.357,-0.2632,2.0,-3.0,historical_association,278,0,9.392,18.78,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_388_CA_3_evaluation,FOODS_3_388,CA_3,FOODS,LOW,0,0.6471,9.965,1.464,-0.1842,3.98,-1.0,fallback,278,0,9.965,39.66,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_079_TX_3_evaluation,HOBBIES_1_079,TX_3,HOBBIES,LOW,0,0.6471,4.291,0.5,-0.1739,7.88,-1.0,fallback,278,0,4.291,33.81,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_379_TX_1_evaluation,HOBBIES_1_379,TX_1,HOBBIES,LOW,0,0.6471,2.918,0.393,-0.1429,2.24,-1.0,fallback,278,0,2.918,6.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_359_WI_1_evaluation,FOODS_2_359,WI_1,FOODS,LOW,0,0.6471,14.716,1.857,-0.0952,2.24,-1.0,fallback,214,0,14.716,32.96,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_206_CA_2_evaluation,FOODS_1_206,CA_2,FOODS,LOW,0,0.6471,10.77,1.464,-0.0286,2.23,-1.0,fallback,278,0,10.77,24.02,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_492_WI_2_evaluation,FOODS_3_492,WI_2,FOODS,LOW,0,0.6471,11.024,1.75,-0.0256,2.98,-1.0,fallback,278,0,11.024,32.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_334_WI_3_evaluation,HOBBIES_1_334,WI_3,HOBBIES,LOW,0,0.6471,3.732,0.429,0.1053,5.98,-1.0,fallback,122,0,3.732,22.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_068_CA_3_evaluation,HOBBIES_1_068,CA_3,HOBBIES,LOW,0,0.6471,5.79,0.75,0.1304,7.0,-1.0,fallback,278,0,5.79,40.53,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_213_CA_1_evaluation,HOBBIES_1_213,CA_1,HOBBIES,LOW,0,0.6471,5.209,0.679,0.1364,8.38,-3.0,historical_association,278,0,5.209,43.65,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_119_CA_4_evaluation,FOODS_2_119,CA_4,FOODS,LOW,0,0.6471,6.306,0.857,0.2609,2.67,-3.0,historical_association,278,0,6.306,16.84,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_270_CA_4_evaluation,HOBBIES_1_270,CA_4,HOBBIES,LOW,0,0.6471,4.548,0.536,0.2632,4.88,-0.936,historical_association,202,0,4.548,22.19,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_143_TX_1_evaluation,FOODS_2_143,TX_1,FOODS,LOW,0,0.6471,6.306,0.786,0.2727,3.76,-1.0,fallback,278,0,6.306,23.71,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_238_TX_2_evaluation,HOBBIES_1_238,TX_2,HOBBIES,LOW,0,0.6471,5.442,0.643,0.3,5.94,-1.0,fallback,278,0,5.442,32.33,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_193_WI_3_evaluation,FOODS_2_193,WI_3,FOODS,LOW,0,0.6471,8.556,1.071,0.5217,4.98,-3.0,historical_association,117,0,8.556,42.61,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_232_TX_1_evaluation,HOUSEHOLD_1_232,TX_1,HOUSEHOLD,LOW,0,0.6562,4.536,0.679,0.0435,4.23,-1.0,fallback,219,0,4.536,19.19,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_201_TX_1_evaluation,HOUSEHOLD_2_201,TX_1,HOUSEHOLD,LOW,0,0.6562,5.209,0.679,0.0435,6.54,-1.0,fallback,278,0,5.209,34.07,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_344_TX_2_evaluation,HOUSEHOLD_2_344,TX_2,HOUSEHOLD,LOW,0,0.6875,5.982,0.821,-0.1786,5.74,-1.0,fallback,157,0,5.982,34.33,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_374_WI_1_evaluation,HOUSEHOLD_1_374,WI_1,HOUSEHOLD,LOW,0,0.6875,3.652,0.607,-0.125,3.97,-1.0,fallback,278,0,3.652,14.5,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_288_WI_3_evaluation,HOUSEHOLD_1_288,WI_3,HOUSEHOLD,LOW,0,0.6875,5.607,0.679,-0.0417,7.93,-1.0,fallback,224,0,5.607,44.46,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_484_CA_4_evaluation,HOUSEHOLD_2_484,CA_4,HOUSEHOLD,LOW,0,0.6875,3.618,0.571,0.0,6.97,-1.0,fallback,227,0,3.618,25.22,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_298_CA_3_evaluation,HOUSEHOLD_2_298,CA_3,HOUSEHOLD,LOW,0,0.6875,7.255,1.143,0.0,3.42,-3.0,historical_association,185,0,7.255,24.81,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_313_TX_3_evaluation,HOUSEHOLD_1_313,TX_3,HOUSEHOLD,LOW,0,0.6875,7.956,1.071,0.1481,3.97,-3.0,historical_association,278,0,7.956,31.58,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_410_CA_2_evaluation,HOUSEHOLD_2_410,CA_2,HOUSEHOLD,LOW,0,0.6875,8.93,1.071,0.2308,1.38,-1.0,fallback,278,0,8.93,12.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_142_WI_2_evaluation,HOUSEHOLD_1_142,WI_2,HOUSEHOLD,LOW,0,0.6875,6.306,0.786,0.2727,5.96,-1.0,fallback,195,0,6.306,37.58,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_026_CA_3_evaluation,HOBBIES_2_026,CA_3,HOBBIES,LOW,0,0.7059,7.213,0.929,-0.4118,0.23,-1.0,fallback,80,0,7.213,1.66,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_508_CA_3_evaluation,FOODS_3_508,CA_3,FOODS,LOW,0,0.7059,10.77,1.536,-0.3864,1.0,-1.0,fallback,278,0,10.77,10.77,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_3_678_CA_4_evaluation,FOODS_3_678,CA_4,FOODS,LOW,0,0.7059,7.255,1.143,-0.2857,4.98,-1.0,fallback,252,0,7.255,36.13,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_334_CA_1_evaluation,HOBBIES_1_334,CA_1,HOBBIES,LOW,0,0.7059,4.914,0.714,-0.1538,5.98,-1.0,fallback,124,0,4.914,29.38,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_357_CA_2_evaluation,FOODS_2_357,CA_2,FOODS,LOW,0,0.7059,13.585,1.857,-0.1395,2.0,-1.0,fallback,53,0,13.585,27.17,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_005_WI_3_evaluation,HOBBIES_1_005,WI_3,HOBBIES,LOW,0,0.7059,4.291,0.5,-0.0909,2.88,-3.0,historical_association,264,0,4.291,12.36,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_172_WI_1_evaluation,HOBBIES_1_172,WI_1,HOBBIES,LOW,0,0.7059,3.996,0.5,-0.0909,2.98,-0.2,historical_association,278,0,3.996,11.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_006_WI_3_evaluation,FOODS_1_006,WI_3,FOODS,LOW,0,0.7059,10.067,1.393,-0.0857,2.48,-2.457,historical_association,278,0,10.067,24.97,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_310_TX_1_evaluation,FOODS_3_310,TX_1,FOODS,LOW,0,0.7059,6.306,0.857,0.0,1.0,-1.0,fallback,248,0,6.306,6.31,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_201_CA_1_evaluation,FOODS_1_201,CA_1,FOODS,LOW,0,0.7059,13.981,2.464,0.0208,2.24,-3.0,historical_association,278,0,13.981,31.32,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_078_TX_2_evaluation,HOBBIES_1_078,TX_2,HOBBIES,LOW,0,0.7059,5.79,0.679,0.0435,12.78,-1.0,fallback,278,0,5.79,74.0,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_156_WI_2_evaluation,HOBBIES_1_156,WI_2,HOBBIES,LOW,0,0.7059,2.86,0.321,0.0556,1.77,-1.0,fallback,114,0,2.86,5.06,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_097_WI_1_evaluation,FOODS_1_097,WI_1,FOODS,LOW,0,0.7059,16.059,1.964,0.075,0.98,-1.0,fallback,203,0,16.059,15.74,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_104_CA_2_evaluation,HOBBIES_1_104,CA_2,HOBBIES,LOW,0,0.7059,5.931,0.714,0.087,23.98,-1.0,fallback,114,0,5.931,142.24,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_825_TX_3_evaluation,FOODS_3_825,TX_3,FOODS,LOW,0,0.7059,8.556,1.143,0.1429,3.98,-3.0,historical_association,278,0,8.556,34.05,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_384_CA_4_evaluation,HOBBIES_1_384,CA_4,HOBBIES,LOW,0,0.7059,4.425,0.607,0.1429,9.98,-1.0,fallback,199,0,4.425,44.16,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_197_WI_2_evaluation,FOODS_2_197,WI_2,FOODS,LOW,0,0.7059,18.743,2.5,0.1778,3.42,-0.66,historical_association,278,0,18.743,64.1,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_036_TX_3_evaluation,HOBBIES_1_036,TX_3,HOBBIES,LOW,0,0.7059,5.442,0.643,0.1905,1.12,-1.644,historical_association,278,0,5.442,6.1,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_339_TX_1_evaluation,HOBBIES_1_339,TX_1,HOBBIES,LOW,0,0.7059,4.454,0.429,0.2222,7.98,-1.0,fallback,122,0,4.454,35.54,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_239_TX_2_evaluation,FOODS_3_239,TX_2,FOODS,LOW,0,0.7059,11.673,1.679,0.3438,1.98,-1.0,fallback,272,0,11.673,23.11,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_345_CA_1_evaluation,HOUSEHOLD_1_345,CA_1,HOUSEHOLD,LOW,0,0.7188,4.016,0.821,-0.3548,4.22,-3.0,historical_association,278,0,4.016,16.95,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOUSEHOLD_2_438_CA_1_evaluation,HOUSEHOLD_2_438,CA_1,HOUSEHOLD,LOW,0,0.7188,6.306,0.821,-0.2414,8.87,-1.0,fallback,278,0,6.306,55.93,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOUSEHOLD_1_370_CA_4_evaluation,HOUSEHOLD_1_370,CA_4,HOUSEHOLD,LOW,0,0.75,4.536,0.714,-0.08,7.27,-3.0,historical_association,278,0,4.536,32.98,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_354_WI_1_evaluation,HOUSEHOLD_1_354,WI_1,HOUSEHOLD,LOW,0,0.75,6.661,0.821,-0.0385,1.93,-1.0,fallback,278,0,6.661,12.85,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_210_TX_1_evaluation,HOUSEHOLD_1_210,TX_1,HOUSEHOLD,LOW,0,0.75,5.209,0.714,0.0,4.57,-1.0,fallback,276,0,5.209,23.81,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_081_WI_3_evaluation,HOUSEHOLD_1_081,WI_3,HOUSEHOLD,LOW,0,0.75,7.007,0.821,0.04,7.98,-3.0,historical_association,187,0,7.007,55.91,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_179_CA_2_evaluation,HOUSEHOLD_1_179,CA_2,HOUSEHOLD,LOW,0,0.75,11.966,1.536,0.0882,0.98,-3.0,historical_association,278,0,11.966,11.73,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_467_CA_3_evaluation,HOUSEHOLD_1_467,CA_3,HOUSEHOLD,LOW,0,0.75,10.067,1.321,0.2414,11.98,-1.0,fallback,119,0,10.067,120.6,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_113_TX_2_evaluation,HOUSEHOLD_1_113,TX_2,HOUSEHOLD,LOW,0,0.75,10.067,1.393,0.3103,5.74,-2.991,historical_association,184,0,10.067,57.78,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_331_WI_2_evaluation,HOUSEHOLD_1_331,WI_2,HOUSEHOLD,LOW,0,0.75,7.287,0.893,0.4091,4.88,-1.0,fallback,278,0,7.287,35.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_350_TX_3_evaluation,HOUSEHOLD_1_350,TX_3,HOUSEHOLD,LOW,0,0.75,9.752,1.107,0.6818,2.74,-1.0,fallback,278,0,9.752,26.72,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_221_CA_1_evaluation,FOODS_2_221,CA_1,FOODS,LOW,0,0.7647,16.171,2.607,-0.2881,1.0,-3.0,historical_association,278,0,16.171,16.17,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_083_CA_4_evaluation,HOBBIES_1_083,CA_4,HOBBIES,LOW,0,0.7647,5.443,0.821,-0.2414,15.92,-1.0,fallback,150,0,5.443,86.65,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
FOODS_1_163_WI_3_evaluation,FOODS_1_163,WI_3,FOODS,LOW,0,0.7647,14.159,2.286,-0.16,0.98,-1.0,fallback,106,0,14.159,13.88,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_075_TX_2_evaluation,HOBBIES_2_075,TX_2,HOBBIES,LOW,0,0.7647,6.306,0.857,-0.1429,2.88,-1.0,fallback,275,0,6.306,18.16,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_338_TX_1_evaluation,HOBBIES_1_338,TX_1,HOBBIES,LOW,0,0.7647,4.047,0.607,-0.0435,8.98,-0.897,historical_association,278,0,4.047,36.34,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_332_CA_3_evaluation,HOBBIES_1_332,CA_3,HOBBIES,LOW,0,0.7647,8.556,1.107,-0.0333,7.88,-1.0,fallback,203,0,8.556,67.42,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_485_CA_3_evaluation,FOODS_3_485,CA_3,FOODS,LOW,0,0.7647,17.104,2.321,-0.0213,3.56,-1.0,fallback,278,0,17.104,60.89,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_095_WI_2_evaluation,HOBBIES_1_095,WI_2,HOBBIES,LOW,0,0.7647,4.689,0.571,0.0,7.68,-1.0,fallback,220,0,4.689,36.01,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_349_WI_3_evaluation,HOBBIES_1_349,WI_3,HOBBIES,LOW,0,0.7647,4.977,0.607,0.0455,9.98,-1.0,fallback,199,0,4.977,49.67,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_283_CA_2_evaluation,FOODS_3_283,CA_2,FOODS,LOW,0,0.7647,19.206,2.357,0.0889,2.98,-2.468,historical_association,265,0,19.206,57.23,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_398_TX_3_evaluation,HOBBIES_1_398,TX_3,HOBBIES,LOW,0,0.7647,5.584,0.821,0.125,0.57,-3.0,historical_association,278,0,5.584,3.18,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_1_113_TX_1_evaluation,FOODS_1_113,TX_1,FOODS,LOW,0,0.7647,13.934,1.821,0.1351,0.94,-1.0,fallback,220,0,13.934,13.1,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_194_WI_1_evaluation,FOODS_2_194,WI_1,FOODS,LOW,0,0.7647,15.273,2.179,0.1707,6.72,-1.0,fallback,188,0,15.273,102.64,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_489_CA_4_evaluation,FOODS_3_489,CA_4,FOODS,LOW,0,0.7647,8.776,1.25,0.3333,1.98,-1.0,fallback,115,0,8.776,17.38,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_167_WI_1_evaluation,HOBBIES_1_167,WI_1,HOBBIES,LOW,0,0.7647,6.427,0.714,0.5263,0.68,-1.0,fallback,184,0,6.427,4.37,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_569_TX_2_evaluation,FOODS_3_569,TX_2,FOODS,LOW,0,0.7647,14.717,1.714,0.5333,3.98,-2.107,historical_association,278,0,14.717,58.57,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_204_CA_2_evaluation,HOBBIES_1_204,CA_2,HOBBIES,LOW,0,0.7647,8.803,0.857,1.0588,9.72,-1.0,fallback,78,0,8.803,85.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_3_706_TX_3_evaluation,FOODS_3_706,TX_3,FOODS,LOW,0,0.7647,20.32,2.25,1.1379,1.98,-1.0,fallback,143,0,20.32,40.23,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
FOODS_2_048_WI_2_evaluation,FOODS_2_048,WI_2,FOODS,LOW,0,0.7647,18.514,2.607,1.4828,7.97,-1.0,fallback,173,0,18.514,147.56,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_258_CA_1_evaluation,HOBBIES_1_258,CA_1,HOBBIES,LOW,0,0.7941,8.776,1.214,0.2143,11.78,-3.0,historical_association,277,0,8.776,103.38,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_2_120_CA_1_evaluation,HOBBIES_2_120,CA_1,HOBBIES,LOW,0,0.7941,9.15,1.214,0.3846,2.47,-1.0,fallback,278,0,9.15,22.6,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_389_WI_2_evaluation,HOUSEHOLD_2_389,WI_2,HOUSEHOLD,LOW,0,0.8125,10.067,1.429,-0.3,1.97,-1.0,fallback,96,0,10.067,19.83,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOUSEHOLD_1_529_CA_2_evaluation,HOUSEHOLD_1_529,CA_2,HOUSEHOLD,LOW,0,0.8125,11.047,1.679,-0.125,2.97,-1.0,fallback,162,0,11.047,32.81,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_075_CA_3_evaluation,HOUSEHOLD_1_075,CA_3,HOUSEHOLD,LOW,0,0.8125,14.785,2.214,-0.0851,2.73,-1.0,fallback,272,0,14.785,40.36,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_411_WI_3_evaluation,HOUSEHOLD_1_411,WI_3,HOUSEHOLD,LOW,0,0.8125,7.255,0.964,0.037,3.28,-3.0,historical_association,269,0,7.255,23.8,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_032_TX_3_evaluation,HOUSEHOLD_1_032,TX_3,HOUSEHOLD,LOW,0,0.8125,8.571,1.25,0.1,9.98,-1.0,fallback,223,0,8.571,85.53,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_248_WI_1_evaluation,HOUSEHOLD_2_248,WI_1,HOUSEHOLD,LOW,0,0.8125,7.956,0.964,0.1154,8.97,-1.0,fallback,89,0,7.956,71.36,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_336_TX_2_evaluation,HOUSEHOLD_1_336,TX_2,HOUSEHOLD,LOW,0,0.8125,10.393,1.429,0.125,4.87,-1.0,fallback,242,0,10.393,50.61,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_2_140_CA_1_evaluation,HOUSEHOLD_2_140,CA_1,HOUSEHOLD,LOW,0,0.8125,9.376,1.286,0.1333,6.97,-1.0,fallback,278,0,9.376,65.35,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_343_TX_1_evaluation,HOUSEHOLD_1_343,TX_1,HOUSEHOLD,LOW,0,0.8125,9.75,1.214,0.1379,5.27,-1.0,fallback,278,0,9.75,51.38,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOUSEHOLD_1_529_CA_4_evaluation,HOUSEHOLD_1_529,CA_4,HOUSEHOLD,LOW,0,0.8125,7.981,0.786,1.125,2.97,-1.0,fallback,162,0,7.981,23.7,sales velocity and near-term demand do not indicate slow-selling risk,no markdown: slow-selling risk is low
HOBBIES_1_277_CA_4_evaluation,HOBBIES_1_277,CA_4,HOBBIES,LOW,0,0.8235,5.914,0.857,-0.375,1.77,-1.0,fallback,278,0,5.914,10.47,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_358_TX_1_evaluation,HOBBIES_1_358,TX_1,HOBBIES,LOW,0,0.8235,4.047,0.643,-0.2963,2.74,-3.0,historical_association,143,0,4.047,11.09,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
HOBBIES_1_148_TX_2_evaluation,HOBBIES_1_148,TX_2,HOBBIES,LOW,0,0.8235,6.533,1.036,-0.2727,4.88,-1.0,fallback,164,0,6.533,31.88,"sales are declining, but velocity remains healthy relative to category/store peers",no markdown: slow-selling risk is low
